"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"22601_11353225","Job coding: personnel, human resources, training or industrial relations manager/director, recruitment manager/director","binary",89866,271328,88714,1152
"22601_42113298","Job coding: medical secretary","binary",89866,271328,88993,873
"22601_81392831","Job coding: other assembler, routine operative","binary",89866,271328,89707,159
"22601_81212774","Job coding: machine operator, processor, foreman","binary",89866,271328,89697,169
"22601_11212692","Job coding: production, works or maintenance manager","binary",89866,271328,89271,595
"22601_91212550","Job coding: builder's labourer, building worker","binary",89866,271328,89747,119
"22601_71233339","Job coding: roundsman or woman, van salesperson, ice cream seller, milkman, mobile shop salesperson","binary",89866,271328,89593,273
"22601_34123157","Job coding: author, writer, biographer, book editor, novelist, dramatist, playwright, poet","binary",89866,271328,89589,277
"22601_62192607","Job coding: bus conductor","binary",89866,271328,89739,127
"22601_11133201","Job coding: senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor","binary",89866,271328,88610,1256
"22601_31223293","Job coding: draughtsperson, cartographer, designer-detailer/draughtsperson, drawing office checker, engineering draughtsperson","binary",89866,271328,89583,283
"22601_42133423","Job coding: school secretary, clerical assistant, school registry assistant","binary",89866,271328,89132,734
"22601_35633208","Job coding: vocational or industrial trainer/instructor","binary",89866,271328,89728,138
"22601_21253043","Job coding: chemical engineer, plastics engineer, pharmaceutical engineer","binary",89866,271328,89620,246
"22601_35203279","Job coding: judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member","binary",89866,271328,89729,137
"22601_54922904","Job coding: furniture maker/fitter, cabinet maker","binary",89866,271328,89703,163
"22601_31123049","Job coding: electrical or electronics technician, signals officer","binary",89866,271328,89338,528
"22601_52312660","Job coding: motor mechanic, auto engineer","binary",89866,271328,89629,237
"22601_11113200","Job coding: senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps","binary",89866,271328,89021,845
"22601_92243389","Job coding: waiter, waitress, maitre d'hotel, sommelier, steward","binary",89866,271328,89371,495
"22601_31213292","Job coding: architectural technologist/technician/assistant, town planning technician, planning enforcement officer","binary",89866,271328,89690,176
"22601_11323222","Job coding: sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager","binary",89866,271328,87683,2183
"22601_62322997","Job coding: caretaker, janitor, concierge, warden","binary",89866,271328,89734,132
"22601_81492535","Job coding: building site foreman or supervisor","binary",89866,271328,89685,181
"22601_53142539","Job coding: plumber","binary",89866,271328,89664,202
"22601_11813097","Job coding: hospital manager, health service manager, clinical manager, nursing service manager","binary",89866,271328,88917,949
"22601_82122605","Job coding: van driver, delivery driver, courier driver","binary",89866,271328,89090,776
"22601_11412694","Job coding: quality assurance manager, quality control manager","binary",89866,271328,89573,293
"22601_52443062","Job coding: television, video, audio or radio engineer/repairer/installer/technician","binary",89866,271328,89758,108
"22601_41333350","Job coding: stock control clerk, stock controller, progress/production/stock chaser, warehouse clerk, materials controller/co-ordinator, stores officer","binary",89866,271328,89561,305
"22601_11143212","Job coding: senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation","binary",89866,271328,87787,2079
"22601_91212536","Job coding: builder's labourer, building worker, hod carrier","binary",89866,271328,89499,367
"22601_54122878","Job coding: upholsterer, coach trimmer, curtain maker, mattress maker","binary",89866,271328,89761,105
"22601_52453063","Job coding: computer installation and maintenance engineer/repairer/installer/technician","binary",89866,271328,89571,295
"22601_32293082","Job coding: other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist","binary",89866,271328,89024,842
"22601_11212693","Job coding: factory/works manager, shift manager","binary",89866,271328,89431,435
"22601_81132710","Job coding: textile machine operator, assembler, spinner, foreman","binary",89866,271328,89613,253
"22601_81392781","Job coding: other assembler, routine operative","binary",89866,271328,89760,106
"22601_81392801","Job coding: other assembler, routine operative","binary",89866,271328,89719,147
"22601_52422945","Job coding: telecommunication engineer, telephone engineer, telephone technician","binary",89866,271328,89485,381
"22601_41213252","Job coding: credit controller/supervisor","binary",89866,271328,89659,207
"22601_92513331","Job coding: shelf filler or stacker, stock handler, display assistant","binary",89866,271328,89442,424
"22601_35633214","Job coding: vocational or industrial trainer/instructor, craft instructor, apprentice instructor","binary",89866,271328,89607,259
"22601_81112700","Job coding: machine operator, processor, foreman","binary",89866,271328,89623,243
"22601_11723441","Job coding: police officer (inspector or above)","binary",89866,271328,89507,359
"22601_34163176","Job coding: arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter","binary",89866,271328,89609,257
"22601_41313317","Job coding: filing clerk, records assistant/clerk, technical clerk, lottery clerk, courts administrator, checker, census enumerator, progress/document controller","binary",89866,271328,89638,228
"22601_32233080","Job coding: speech and language therapist","binary",89866,271328,89715,151
"22601_91493353","Job coding: sales room assistant, wine merchant's cellar man; order/stock filler, stock/store keeper; lorry/warehouse loader/checker/weigher, goods porter, customs attendant","binary",89866,271328,89676,190
"22601_34343161","Job coding: photographer and audio-visual equipment operator, cameraman, film technician, sound or light engineer, projectionist","binary",89866,271328,89515,351
"22601_42123280","Job coding: legal secretary, clerk, or aid clerk","binary",89866,271328,89431,435
"22601_54322893","Job coding: baker, confectioner, pastry cook, cake decorator","binary",89866,271328,89701,165
"22601_53122524","Job coding: bricklayer","binary",89866,271328,89743,123
"22601_54222887","Job coding: printer, master printer","binary",89866,271328,89744,122
"22601_22153070","Job coding: dentist, dental surgeon, orthodontist, periodontist","binary",89866,271328,89581,285
"22601_53192549","Job coding: builder, building contractor","binary",89866,271328,89739,127
"22601_32123074","Job coding: midwife","binary",89866,271328,89150,716
"22601_91493355","Job coding: other work handling or storing goods including: store keeper, warehouseman, order assembler, goods despatcher","binary",89866,271328,89287,579
"22601_92113311","Job coding: postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer","binary",89866,271328,89487,379
"22601_81252835","Job coding: metal working machine operator, fettler, grinder, metal cutter, metal machinist, metal polisher, press operator, shot blaster, tool room machinist","binary",89866,271328,89736,130
"22601_23133421","Job coding: school inspector, education inspector","binary",89866,271328,89628,238
"22601_42133300","Job coding: school secretary","binary",89866,271328,89500,366
"22601_42143301","Job coding: company secretary, club secretary","binary",89866,271328,89694,172
"22601_31143051","Job coding: building or civil engineering technician, structural engineering technician, survey technician","binary",89866,271328,89742,124
"22601_91342701","Job coding: packer, bottler, canner, filler, wrapper, foreman","binary",89866,271328,89602,264
"22601_35643209","Job coding: careers adviser or vocational guidance specialist, placement advisor","binary",89866,271328,89693,173
"22601_91332890","Job coding: printing machine operator, printer's assistant","binary",89866,271328,89747,119
"22601_31153052","Job coding: quality assurance technician or co-ordinator","binary",89866,271328,89752,114
"22601_82132606","Job coding: bus or coach driver, minibus driver","binary",89866,271328,89455,411
"22601_35443245","Job coding: estate agent, auctioneer, land agent, letting agent","binary",89866,271328,89583,283
"22601_12243390","Job coding: publican or manager of licensed premises, licensee, wine bar manager","binary",89866,271328,89464,402
"22601_32323111","Job coding: housing officer, welfare officer, refuge/rescue worker, probation assistant, nspcc inspector, day centre supervisor","binary",89866,271328,89604,262
"22601_24523188","Job coding: archivist, curator, conservator, inspector of ancient monuments, museum officer","binary",89866,271328,89720,146
"22601_35132647","Job coding: ship, merchant navy or hovercraft captain/officer/navigator, master mariner, skipper","binary",89866,271328,89703,163
"22601_23293031","Job coding: other researchers including in broadcasting, journalism, photography, printing and publishing","binary",89866,271328,89708,158
"22601_24342599","Job coding: chartered surveyor, building surveyor, land surveyor","binary",89866,271328,89545,321
"22601_11423230","Job coding: customer care/relations manager, help desk manager","binary",89866,271328,89453,413
"22601_92593346","Job coding: other sales occupations including bill poster, ticket checker","binary",89866,271328,89703,163
"22601_11333223","Job coding: purchasing manager/director (not retail), supplies manager","binary",89866,271328,89602,264
"22601_35353268","Job coding: taxation accountant or adviser or consultant or practitioner","binary",89866,271328,89609,257
"22601_81322804","Job coding: assembler, machine operator, foreman","binary",89866,271328,89550,316
"22601_11843115","Job coding: social services manager, community care manager, welfare services manager","binary",89866,271328,89133,733
"22601_42113094","Job coding: medical secretary","binary",89866,271328,89711,155
"22601_51122486","Job coding: nurseryman, market gardener, horticulturist","binary",89866,271328,89712,154
"22601_41423309","Job coding: communication/telecommunications operator, radio/telex operator, radar operator","binary",89866,271328,89670,196
"22601_81312794","Job coding: assembler, machine operator, foreman","binary",89866,271328,89548,318
"22601_21222865","Job coding: mechanical engineer","binary",89866,271328,89765,101
"22601_11623349","Job coding: storage manager, stock control manager, container terminal manager","binary",89866,271328,89683,183
"22601_92332986","Job coding: other cleaner including in offices, hospitals, schools, shops, warehouses, ships, aircraft, stations","binary",89866,271328,89532,334
"22601_92113352","Job coding: postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer","binary",89866,271328,89589,277
"22601_34333162","Job coding: public relations officer, press officer, information officer","binary",89866,271328,89746,120
"22601_35623213","Job coding: personnel or industrial relations officer, recruitment consultant","binary",89866,271328,89474,392
"22601_11733439","Job coding: senior officer in fire service including captain, commander, controller, firemaster, inspector, salvage officer, station officer, superintendent","binary",89866,271328,89735,131
"22601_32323112","Job coding: benefits advisor, citizens advice bureau adviser, debt counsellor","binary",89866,271328,89754,112
"22601_24193278","Job coding: other legal professional including: court clerk, legal officer/advisor, clerk to the justices, legal services registrar","binary",89866,271328,89694,172
"22601_81162743","Job coding: machine operator, plastics moulder, foreman","binary",89866,271328,89677,189
"22601_11313221","Job coding: financial services manager, chartered secretary, banker, merchant or investment banker, finance director, tax manager","binary",89866,271328,89613,253
"22601_41342670","Job coding: road transport/traffic clerk, distribution clerk/controller, shipping clerk/controller, fleet controller/administrator, traffic officer (road haulage)","binary",89866,271328,89646,220
"22601_23133420","Job coding: education officer, director of education, curriculum development officer","binary",89866,271328,88985,881
"22601_35363269","Job coding: import agent, export agent, shipping agent","binary",89866,271328,89723,143
"22601_71293332","Job coding: advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman","binary",89866,271328,89632,234
"22601_92333396","Job coding: cleaner in restaurants, bars, pubs, hotels and other accommodation; chambermaid","binary",89866,271328,89725,141
"22601_53192534","Job coding: builder, building contractor","binary",89866,271328,89753,113
"22601_34153170","Job coding: musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer","binary",89866,271328,89706,160
"22601_23293164","Job coding: researcher in broadcasting, journalism, photography, printing and publishing","binary",89866,271328,89704,162
"22601_35623273","Job coding: personnel or industrial relations officer, recruitment consultant","binary",89866,271328,89742,124
"22601_11853100","Job coding: residential manager, day care manager, nursing home manager, retirement home manager, convalescent home manager","binary",89866,271328,89548,318
"22601_91493354","Job coding: stores/warehouse porter","binary",89866,271328,89735,131
"22601_81142763","Job coding: machine operator, processor, paint maker, foreman","binary",89866,271328,89757,109
"22601_12253173","Job coding: manager of theatre, cinema, museum","binary",89866,271328,89662,204
"22601_41363428","Job coding: database assistant/clerk, computer clerk, data entry clerk/processor, book keeping/accounts machinist","binary",89866,271328,89672,194
"22601_33133440","Job coding: fire service officer (leading fire officer and below)","binary",89866,271328,89678,188
"22601_35323265","Job coding: broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader","binary",89866,271328,89650,216
"22601_92332985","Job coding: house cleaner, domestic, chambermaid, charlady","binary",89866,271328,89705,161
"22601_92443411","Job coding: school mid-day assistant, dinner or school meals supervisor or assistant, lunchtime supervisor","binary",89866,271328,89684,182
"22601_82142611","Job coding: taxi or cab driver, chauffeur, hearse driver","binary",89866,271328,89623,243
"22601_11373228","Job coding: research and development manager","binary",89866,271328,89747,119
"22601_52452948","Job coding: computer engineer, computer service or maintenance technician","binary",89866,271328,89749,117
"22601_92233412","Job coding: dinner lady","binary",89866,271328,89703,163
"22601_11423324","Job coding: customer care/relations manager, help desk manager","binary",89866,271328,89763,103
"22601_41423445","Job coding: emergency services control room/radio operator/officer","binary",89866,271328,89703,163
"22601_35673467","Job coding: health and safety officer, occupational hygienist, safety adviser, road safety officer","binary",89866,271328,89755,111
"22601_32323410","Job coding: school/student counsellor, school attendance officer","binary",89866,271328,89757,109
"22601_62143372","Job coding: air hostess, air steward, air travel assistant, cabin/flight attendant, cabin crew, air purser, passenger services agent, check-in-staff","binary",89866,271328,89747,119
"22601_82152612","Job coding: driving instructor, hgv instructor","binary",89866,271328,89742,124
"22601_41313093","Job coding: ward clerk, medical records clerk","binary",89866,271328,89640,226
"22601_92413455","Job coding: security guard/officer, night watchman, store detective, private detective, bodyguard, gateman, door keeper, cctv operator, patrolman","binary",89866,271328,89584,282
"22601_62133370","Job coding: travel/tour guide","binary",89866,271328,89682,184
"22601_12263368","Job coding: travel agency manager/owner, tourist manager","binary",89866,271328,89692,174
"22601_11232861","Job coding: manager in mining, energy production or water supply","binary",89866,271328,89586,280
"22601_42133407","Job coding: school secretary, clerical assistant, school registry assistant","binary",89866,271328,89719,147
"22601_33143448","Job coding: prison service officer (below principal officer), prison warder","binary",89866,271328,89760,106
"22601_35672595","Job coding: health and safety officer, occupational hygienist, safety adviser","binary",89866,271328,89763,103
"22601_23193429","Job coding: day nursery manager or owner","binary",89866,271328,89753,113
"41215_1","Detention categories: Formally detained under Part II, Mental Health Act 1983","binary",361194,0,358968,2226
"41215_0","Detention categories: Informal, not formally detained","binary",361194,0,332966,28228
"41218_1","History of psychiatric care on admission: One or more previous psychiatric episodes with this Health Care Provider","binary",1872,359322,618,1254
"41218_2","History of psychiatric care on admission: One or more previous psychiatric episodes with another Health Care Provider","binary",835,360359,700,135
"41219_3","Anaesthetics administered during delivery: Spinal anaesthetic","binary",3780,357414,2526,1254
"41219_2","Anaesthetics administered during delivery: Epidural or caudal anaesthetic","binary",3970,357224,2230,1740
"41219_7","Anaesthetics administered during delivery: Other","binary",4094,357100,1892,2202
"41219_1","Anaesthetics administered during delivery: General anaesthetic","binary",3442,357752,3222,220
"41219_6","Anaesthetics administered during delivery: Epidural or caudal, and spinal anaesthetic","binary",3409,357785,3216,193
"41220_7","Anaesthetics administered post delivery: Other","binary",1903,359291,641,1262
"41220_1","Anaesthetics administered post delivery: General anaesthetic","binary",1545,359649,1182,363
"41220_2","Anaesthetics administered post delivery: Epidural or caudal anaesthetic","binary",1593,359601,1249,344
"41220_3","Anaesthetics administered post delivery: Spinal anaesthetic","binary",1568,359626,1302,266
"41221_8","Delivery methods: Emergency caesarean section","binary",8019,353175,6861,1158
"41221_3","Delivery methods: Other forceps, not breech","binary",8019,353175,7829,190
"41221_1","Delivery methods: Spontaneous other cephalic","binary",8019,353175,7653,366
"41221_0","Delivery methods: Spontaneous vertex","binary",8019,353175,3512,4507
"41221_7","Delivery methods: Elective caesarean section","binary",8019,353175,6862,1157
"41221_2","Delivery methods: Low forceps, not breech","binary",8019,353175,7781,238
"41221_9","Delivery methods: Other than those specified above","binary",8019,353175,7188,831
"41221_4","Delivery methods: Ventouse, vacuum extraction","binary",8019,353175,7231,788
"41231_1","Hospital episode type: General episode","binary",361194,0,114387,246807
"41248_1000","Destinations on discharge from hospital (recoded): Usual Place of residence","binary",361058,136,128424,232634
"41248_1002","Destinations on discharge from hospital (recoded): Usual Place of residence: Living alone","binary",359437,1757,357164,2273
"41248_8002","Destinations on discharge from hospital (recoded): Other hospital: Non-NHS","binary",359455,1739,358771,684
"41248_1001","Destinations on discharge from hospital (recoded): Usual Place of residence: Living with relatives","binary",359439,1755,349053,10386
"41248_6005","Destinations on discharge from hospital (recoded): Transfer within NHS provider: Medical specialty","binary",359437,1757,357779,1658
"41248_5001","Destinations on discharge from hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E","binary",359670,1524,354430,5240
"41248_6004","Destinations on discharge from hospital (recoded): Transfer within NHS provider: Surgical specialty","binary",359437,1757,358473,964
"41248_6000","Destinations on discharge from hospital (recoded): Transfer within NHS provider","binary",359438,1756,357557,1881
"41248_5000","Destinations on discharge from hospital (recoded): Transfer to other NHS provider","binary",359437,1757,358999,438
"41248_2000","Destinations on discharge from hospital (recoded): Temporary place of residence","binary",359468,1726,358331,1137
"41248_5003","Destinations on discharge from hospital (recoded): Transfer to other NHS provider: Psychiatry, learning disabilities","binary",359463,1731,359098,365
"41248_6007","Destinations on discharge from hospital (recoded): Transfer within NHS provider: Geriatrics","binary",359437,1757,359265,172
"41248_3001","Destinations on discharge from hospital (recoded): High security psychiatric hospital: NHS","binary",359447,1747,359261,186
"41248_7002","Destinations on discharge from hospital (recoded): Nursing, residential care, group home: Local Authoritory","binary",359451,1743,359345,106
"41248_7003","Destinations on discharge from hospital (recoded): Nursing, residential care, group home: Non-NHS","binary",359448,1746,359284,164
"41248_7001","Destinations on discharge from hospital (recoded): Nursing, residential care, group home: NHS","binary",359451,1743,359305,146
"100240","Coffee consumed","binary",51427,309767,15109,36318
"100260","Added milk to instant coffee","binary",51427,309767,21130,30297
"100280","Added milk to filtered coffee","binary",51427,309767,6758,44669
"100360","Decaffeinated coffee","binary",51427,309767,5879,45548
"100390","Tea consumed","binary",51427,309767,10349,41078
"100460","Added milk to standard tea","binary",51427,309767,33741,17686
"100580","Alcohol consumed","binary",51427,309767,25991,25436
"100760","Breakfast cereal consumed","binary",51427,309767,17358,34069
"100890","Milk added to cereal","binary",51427,309767,28917,22510
"100920_2102","Type milk consumed: semiskimmed","binary",51427,309767,19497,31930
"100920_0","Type milk consumed: did not have milk","binary",51427,309767,48898,2529
"100920_2103","Type milk consumed: skimmed","binary",51427,309767,40894,10533
"100920_2104","Type milk consumed: wholemilk","binary",51427,309767,48493,2934
"100920_2105","Type milk consumed: soya with calcium","binary",51427,309767,49881,1546
"100920_2106","Type milk consumed: soya without calcium","binary",51427,309767,50763,664
"100920_2107","Type milk consumed: goat/sheep milk","binary",51427,309767,51095,332
"100920_2108","Type milk consumed: rice/oat/vegetable milk","binary",51427,309767,51128,299
"100920_2109","Type milk consumed: powdered milk","binary",51427,309767,51200,227
"100920_2110","Type milk consumed: cholesterol lowering milk","binary",51427,309767,51326,101
"100920_2199","Type milk consumed: other type of milk","binary",51427,309767,51195,232
"100940","Bread consumed","binary",51427,309767,7315,44112
"102080","Yogurt/ice-cream consumers","binary",51427,309767,30624,20803
"102130","Dessert consumers","binary",51427,309767,34809,16618
"102250","Sweet snack consumers","binary",51427,309767,23524,27903
"102400","Savoury snack consumers","binary",51427,309767,33092,18335
"102700","Starchy food consumers","binary",51427,309767,37721,13706
"102800","Cheese consumers","binary",51427,309767,28182,23245
"102930","Egg consumers","binary",51427,309767,40610,10817
"103000","Meat consumers","binary",51427,309767,15847,35580
"103120","Fat removed from meat","binary",13447,347747,12431,1016
"103130","Skin removed from poultry","binary",11288,349906,11094,194
"103140","Fish consumer","binary",51427,309767,36594,14833
"103250","Vegetarian alternatives intake","binary",51427,309767,49621,1806
"103990","Vegetable consumers","binary",51427,309767,9068,42359
"104400","Fruit consumers","binary",51427,309767,9506,41921
"104670","Vitamin supplement user","binary",51427,309767,30308,21119
"110001","Invitation to complete online 24-hour recall dietary questionnaire, acceptance","binary",218234,142960,70065,148169
"84_irnt","Cancer year/age first occurred","continuous_irnt",30871,330323,NA,NA
"93_irnt","Systolic blood pressure, manual reading","continuous_irnt",31281,329913,NA,NA
"94_irnt","Diastolic blood pressure, manual reading","continuous_irnt",31281,329913,NA,NA
"102_irnt","Pulse rate, automated reading","continuous_irnt",340162,21032,NA,NA
"399_irnt","Number of incorrect matches in round","continuous_irnt",360686,508,NA,NA
"400_irnt","Time to complete round","continuous_irnt",354739,6455,NA,NA
"404_irnt","Duration to first press of snap-button in each round","continuous_irnt",358500,2694,NA,NA
"3062_irnt","Forced vital capacity (FVC)","continuous_irnt",329404,31790,NA,NA
"3063_irnt","Forced expiratory volume in 1-second (FEV1)","continuous_irnt",329404,31790,NA,NA
"3064_irnt","Peak expiratory flow (PEF)","continuous_irnt",329404,31790,NA,NA
"4079_irnt","Diastolic blood pressure, automated reading","continuous_irnt",340162,21032,NA,NA
"4080_irnt","Systolic blood pressure, automated reading","continuous_irnt",340159,21035,NA,NA
"4230_irnt","Signal-to-noise-ratio (SNR) of triplet (left)","continuous_irnt",116790,244404,NA,NA
"4233_irnt","Mean signal-to-noise ratio (SNR), (left)","continuous_irnt",116671,244523,NA,NA
"4241_irnt","Signal-to-noise-ratio (SNR) of triplet (right)","continuous_irnt",116755,244439,NA,NA
"4244_irnt","Mean signal-to-noise ratio (SNR), (right)","continuous_irnt",116636,244558,NA,NA
"5084_irnt","Spherical power (right)","continuous_irnt",77983,283211,NA,NA
"5085_irnt","Spherical power (left)","continuous_irnt",77739,283455,NA,NA
"5086_irnt","Cylindrical power (left)","continuous_irnt",77739,283455,NA,NA
"5087_irnt","Cylindrical power (right)","continuous_irnt",77983,283211,NA,NA
"5088_irnt","Astigmatism angle (right)","continuous_irnt",77983,283211,NA,NA
"5089_irnt","Astigmatism angle (left)","continuous_irnt",77739,283455,NA,NA
"5096_irnt","3mm weak meridian (left)","continuous_irnt",75398,285796,NA,NA
"5097_irnt","6mm weak meridian (left)","continuous_irnt",65551,295643,NA,NA
"5098_irnt","6mm weak meridian (right)","continuous_irnt",66256,294938,NA,NA
"5099_irnt","3mm weak meridian (right)","continuous_irnt",75410,285784,NA,NA
"5100_irnt","3mm weak meridian angle (right)","continuous_irnt",75410,285784,NA,NA
"5101_irnt","6mm weak meridian angle (right)","continuous_irnt",66256,294938,NA,NA
"5102_irnt","6mm weak meridian angle (left)","continuous_irnt",65551,295643,NA,NA
"5103_irnt","3mm weak meridian angle (left)","continuous_irnt",75398,285796,NA,NA
"5104_irnt","3mm strong meridian angle (left)","continuous_irnt",75398,285796,NA,NA
"5105_irnt","6mm strong meridian angle (left)","continuous_irnt",65551,295643,NA,NA
"5106_irnt","6mm strong meridian angle (right)","continuous_irnt",66256,294938,NA,NA
"5107_irnt","3mm strong meridian angle (right)","continuous_irnt",75410,285784,NA,NA
"5108_irnt","3mm asymmetry angle (right)","continuous_irnt",74038,287156,NA,NA
"5109_irnt","6mm asymmetry angle (right)","continuous_irnt",41390,319804,NA,NA
"5110_irnt","6mm asymmetry angle (left)","continuous_irnt",40683,320511,NA,NA
"5111_irnt","3mm asymmetry angle (left)","continuous_irnt",73818,287376,NA,NA
"5112_irnt","3mm cylindrical power angle (left)","continuous_irnt",75389,285805,NA,NA
"5113_irnt","6mm cylindrical power angle (left)","continuous_irnt",65529,295665,NA,NA
"5114_irnt","6mm cylindrical power angle (right)","continuous_irnt",66237,294957,NA,NA
"5115_irnt","3mm cylindrical power angle (right)","continuous_irnt",75401,285793,NA,NA
"5116_irnt","3mm cylindrical power (right)","continuous_irnt",75410,285784,NA,NA
"5117_irnt","6mm cylindrical power (right)","continuous_irnt",66256,294938,NA,NA
"5118_irnt","6mm cylindrical power (left)","continuous_irnt",65551,295643,NA,NA
"5119_irnt","3mm cylindrical power (left)","continuous_irnt",75398,285796,NA,NA
"5132_irnt","3mm strong meridian (right)","continuous_irnt",75410,285784,NA,NA
"5133_irnt","6mm strong meridian (right)","continuous_irnt",66256,294938,NA,NA
"5134_irnt","6mm strong meridian (left)","continuous_irnt",65551,295643,NA,NA
"5135_irnt","3mm strong meridian (left)","continuous_irnt",75398,285796,NA,NA
"5156_irnt","3mm asymmetry index (left)","continuous_irnt",73818,287376,NA,NA
"5157_irnt","6mm asymmetry index (left)","continuous_irnt",40683,320511,NA,NA
"5158_irnt","6mm asymmetry index (right)","continuous_irnt",41390,319804,NA,NA
"5159_irnt","3mm asymmetry index (right)","continuous_irnt",74038,287156,NA,NA
"5160_irnt","3mm regularity index (right)","continuous_irnt",74059,287135,NA,NA
"5161_irnt","6mm regularity index (right)","continuous_irnt",41455,319739,NA,NA
"5162_irnt","6mm regularity index (left)","continuous_irnt",40700,320494,NA,NA
"5163_irnt","3mm regularity index (left)","continuous_irnt",73829,287365,NA,NA
"5983_irnt","ECG, heart rate","continuous_irnt",53777,307417,NA,NA
"5984_irnt","ECG, load","continuous_irnt",53843,307351,NA,NA
"5986_irnt","ECG, phase time","continuous_irnt",53998,307196,NA,NA
"20007_irnt","Interpolated Age of participant when cancer first diagnosed","continuous_irnt",30871,330323,NA,NA
"22605_irnt","Work hours per week - exact value","continuous_irnt",33696,327498,NA,NA
"22641_irnt","Period spent working mix of day and night shifts","continuous_irnt",6708,354486,NA,NA
"22643_irnt","Number of night shifts worked monthly during mixed shift periods","continuous_irnt",19998,341196,NA,NA
"22644_irnt","Consecutive night shifts during mixed shift periods","continuous_irnt",19344,341850,NA,NA
"22702_irnt","Home location - east co-ordinate (rounded)","continuous_irnt",361187,7,NA,NA
"22704_irnt","Home location - north co-ordinate (rounded)","continuous_irnt",361187,7,NA,NA
"46_irnt","Hand grip strength (left)","continuous_irnt",359704,1490,NA,NA
"47_irnt","Hand grip strength (right)","continuous_irnt",359729,1465,NA,NA
"48_irnt","Waist circumference","continuous_irnt",360564,630,NA,NA
"49_irnt","Hip circumference","continuous_irnt",360521,673,NA,NA
"50_irnt","Standing height","continuous_irnt",360388,806,NA,NA
"78_irnt","Heel bone mineral density (BMD) T-score, automated","continuous_irnt",206589,154605,NA,NA
"129_irnt","Place of birth in UK - north co-ordinate","continuous_irnt",338701,22493,NA,NA
"130_irnt","Place of birth in UK - east co-ordinate","continuous_irnt",338701,22493,NA,NA
"189_irnt","Townsend deprivation index at recruitment","continuous_irnt",360763,431,NA,NA
"699_irnt","Length of time at current address","continuous_irnt",352690,8504,NA,NA
"757_irnt","Time employed in main current job","continuous_irnt",194087,167107,NA,NA
"767_irnt","Length of working week for main job","continuous_irnt",202304,158890,NA,NA
"796_irnt","Distance between home and job workplace","continuous_irnt",173061,188133,NA,NA
"874_irnt","Duration of walks","continuous_irnt",308989,52205,NA,NA
"914_irnt","Duration of vigorous activity","continuous_irnt",196758,164436,NA,NA
"1438_irnt","Bread intake","continuous_irnt",353030,8164,NA,NA
"1488_irnt","Tea intake","continuous_irnt",349376,11818,NA,NA
"1807_irnt","Father's age at death","continuous_irnt",266231,94963,NA,NA
"2139_irnt","Age first had sexual intercourse","continuous_irnt",317694,43500,NA,NA
"2217_irnt","Age started wearing glasses or contact lenses","continuous_irnt",310992,50202,NA,NA
"2754_irnt","Age at first live birth","continuous_irnt",131987,229207,NA,NA
"2764_irnt","Age at last live birth","continuous_irnt",131806,229388,NA,NA
"2794_irnt","Age started oral contraceptive pill","continuous_irnt",154112,207082,NA,NA
"2867_irnt","Age started smoking in former smokers","continuous_irnt",88898,272296,NA,NA
"2966_irnt","Age high blood pressure diagnosed","continuous_irnt",87024,274170,NA,NA
"2976_irnt","Age diabetes diagnosed","continuous_irnt",16166,345028,NA,NA
"3143_irnt","Ankle spacing width","continuous_irnt",206589,154605,NA,NA
"3144_irnt","Heel Broadband ultrasound attenuation, direct entry","continuous_irnt",206576,154618,NA,NA
"3147_irnt","Heel quantitative ultrasound index (QUI), direct entry","continuous_irnt",206589,154605,NA,NA
"3148_irnt","Heel bone mineral density (BMD)","continuous_irnt",206496,154698,NA,NA
"3160_irnt","Weight, manual entry","continuous_irnt",5278,355916,NA,NA
"3436_irnt","Age started smoking in current smokers","continuous_irnt",27291,333903,NA,NA
"3526_irnt","Mother's age at death","continuous_irnt",213636,147558,NA,NA
"3536_irnt","Age started hormone-replacement therapy (HRT)","continuous_irnt",68299,292895,NA,NA
"3581_irnt","Age at menopause (last menstrual period)","continuous_irnt",111593,249601,NA,NA
"3627_irnt","Age angina diagnosed","continuous_irnt",10651,350543,NA,NA
"3761_irnt","Age hay fever, rhinitis or eczema diagnosed","continuous_irnt",72232,288962,NA,NA
"3786_irnt","Age asthma diagnosed","continuous_irnt",36955,324239,NA,NA
